italian,medieval
"Voi che con lo sguardo mi avete trafitto il cuore e avete risvegliato l'intelletto che dormiva, guardate la mia esistenza angosciosa, che l'amore distrugge attraverso i sospiri.","Voi che per li occhi mi passaste il core e destaste la mente che dormìa, guardate a l'angosciosa vita mia, che sospirando la distrugge amore."
"Ne piange ancora la triste Cleopatra, che, fuggendogli davanti, si diede la morte improvvisa e atroce col serpente","Piangene ancor la trista Cleopatra, che, fuggendoli innanzi, dal colubro la morte prese subitana e atra"
Sei giunto ormai al Purgatorio: vedi là la parete rocciosa che lo cinge tutt'attorno,Tu se’ omai al purgatorio giunto: vedi là il balzo che ‘l chiude dintorno
poiché la vedo così stravolta,veggendola sì torta
"Qui è inevitabile che si riversi tutta l'acqua che non può stare nel bacino del lago, che si fa fiume lungo verdi pascoli","Ivi convien che tutto quanto caschi ciò che ’n grembo a Benaco star non può, e fassi fiume giù per verdi paschi"
"Infatti, quell'imperatore che regna lassù, non vuole che io entri nella sua città, in quanto fui ribelle alla sua legge","ché quello imperador che lassù regna, perch’i’ fu’ ribellante a la sua legge, non vuol che ’n sua città per me si vegna"
Mai una spranga di ferro strinse così duramente due legni,Con legno legno spranga mai non cinse forte così
"Esso, dopo essere stato trasformato, scende negli organi genitali maschili","Ancor digesto, scende ov’è più bello tacer che dire"
"e lascia parlare gli stolti, che credono sia superato dal Limosino",e lascia dir li stolti che quel di Lemosì credon ch’avanzi
"Così devota l'anima di Anchise si mostrò quando vide il figlio Enea nei Campi Elisi, se dobbiamo credere alla nostra maggiore Musa","Sì pia l’ombra d’Anchise si porse, se fede merta nostra maggior musa, quando in Eliso del figlio s’accorse"
"Dunque è necessario che siano diverse le radici dei vostri effetti:ecco perché uno nasce legislatore e un altro condottiero, uno sacerdote e un altro ingegnere, come quello che perse il figlio che volava in cielo","Dunque esser diverse convien di vostri effetti le radici: per ch’un nasce Solone e altro Serse, altro Melchisedèch e altro quello che, volando per l’aere, il figlio perse"
così mi svegliai io e vidi che stava sopra di me quella donna devota che prima mi aveva guidato lungo il fiume Lete,"tal torna’ io, e vidi quella pia sovra me starsi che conducitrice fu de’ miei passi lungo ‘l fiume pria"
"Il fiume e i topazi che entrano ed escono, e la bellezza dei fiori sono anticipazioni adombrate della loro reale essenza",Il fiume e li topazi ch’entrano ed escono e ‘l rider de l’erbe son di lor vero umbriferi prefazi
"e volta la poppa a est, facemmo dei remi le ali al nostro folle volo, sempre proseguendo verso sud-ovest","e volta nostra poppa nel mattino, de’ remi facemmo ali al folle volo, sempre acquistando dal lato mancino"
"Se io ti abbaglio con la luce del mio amore al di là del modo consueto sulla Terra, così che vinco la tua potenza visiva, non ti stupire","S’io ti fiammeggio nel caldo d’amore di là dal modo che ‘n terra si vede, sì che del viso tuo vinco il valore, non ti maravigliar"
"disse il nobile maestro,","disse ’l maestro cortese,"
e il canto di quelle luci era uno di questi gioielli,e ‘l canto di quei lumi era di quelle
"O spirito ben nato, che ai raggi della vita eterna senti una dolcezza incomprensibile se non è provata, mi sarà gradito se mi dirai il tuo nome e la vostra condizione","O ben creato spirito, che a’ rai di vita etterna la dolcezza senti che, non gustata, non s’intende mai, grazioso mi fia se mi contenti del nome tuo e de la vostra sorte"
"Dietro tutti questi personaggi, vidi due vecchi vestiti diversamente nell'abito, ma identici nell'atteggiamento dignitoso e solenne","Appresso tutto il pertrattato nodo vidi due vecchi in abito dispari, ma pari in atto e onesto e sodo"
e lui come può essere confitto così sottosopra,e questi com’è fitto sì sottosopra
"Quando videro che io, col mio corpo, non permettevo ai raggi del sole di passare, mutarono il loro canto in un","Quando s’accorser ch’i’ non dava loco per lo mio corpo al trapassar d’i raggi, mutar lor canto in un"
ma ciò mi spinge ancor più a dubitare,ma ciò m’ha fatto di dubbiar più pregno
Delicato ramo al quale le piacque di appoggiare il suo bel corpo (me ne ricordo sospirando).,Gentil ramo ove piacque (con sospir mi rimembra) a lei di fare al bel fianco colonna.
"Allora vidi dei personaggi che li seguivano, come se fossero loro guide, vestiti di bianco","Genti vid’io allor, come a lor duci, venire appresso, vestite di bianco"
"Il bell'insieme dei candelabri fiammeggiava verso l'alto, facendo un chiarore più intenso di quello della luna a mezzanotte, quando è piena",Di sopra fiammeggiava il bello arnese più chiaro assai che luna per sereno di mezza notte nel suo mezzo mese
"Dimmi, o mio maestro e signore","Dimmi, maestro mio, dimmi, segnore"
"Con il corpo verrà meno la speranza che tanto a lungo mi fece vaneggiare, verrà meno il riso, il pianto e l'ira (ogni emozione).","Perché co lui cadrà quella speranza che ne fe' vaneggiar sí lungamente, e 'l riso e 'l pianto, e la paura e l'ira."
E io a lui:,E io a lui:
"Ora sa molto più di quello che gli uomini conoscono della grazia divina, anche se il suo sguardo non può arrivarvi in profondità","Ora conosce assai di quel che ‘l mondo veder non può de la divina grazia, ben che sua vista non discerna il fondo"
"Avresti dovuto, dopo quella prima delusione dei beni fugaci, sollevarti in alto dietro a me che non ero più terrena e passeggera","Ben ti dovevi, per lo primo strale de le cose fallaci, levar suso di retro a me che non era più tale"
"E dopo che mi ebbe preso per mano, con volto sorridente che mi confortò, mi fece entrare in quel luogo separato dal mondo dei vivi","E poi che la sua mano a la mia puose con lieto volto, ond’io mi confortai, mi mise dentro a le segrete cose"
"Come la neve si ghiaccia tra gli alberi dell'Appennino, colpita dai venti freddi della Schiavonia, poi, liquefatta, si scioglie poco a poco, non appena l'Africa manda i suoi venti caldi, così che sembra una candela sciolta dal fuoco","Sì come neve tra le vive travi per lo dosso d’Italia si congela, soffiata e stretta da li venti schiavi, poi, liquefatta, in sé stessa trapela, pur che la terra che perde ombra spiri, sì che par foco fonder la candela"
"E uno di loro, che forse fu infastidito di essere nominato in modo così offensivo, gli colpì con un pugno il ventre teso","E l’un di lor, che si recò a noia forse d’esser nomato sì oscuro, col pugno li percosse l’epa croia"
"La mia dolce guida mi spinse dietro di loro lungo la scala, con un solo cenno, e la sua virtù vinse la mia natura mortale","La dolce donna dietro a lor mi pinse con un sol cenno su per quella scala, sì sua virtù la mia natura vinse"
"Adesso te lo affermo come cosa certa e riprovata, non aspettarti di rivedermi mai più viva sulla terra.",Or tel dico per cosa esperta e vera: non sperar di vedermi in terra mai
"Certo che no, se il vostro maestro scrive il vero","Non, se ‘l maestro vostro ben vi scrive"
"Il cuore di un uomo non fu mai così ben disposto alla devozione e così pronto a rendersi a Dio con tutta la sua gratitudine, come lo fui io a quelle parole","Cor di mortal non fu mai sì digesto a divozione e a rendersi a Dio con tutto ‘l suo gradir cotanto presto, come a quelle parole mi fec’io"
"Alza la testa, alzala, e guarda colui sotto il quale si aprì la terra davanti agli occhi dei Tebani, al quale tutti gridavano","Drizza la testa, drizza, e vedi a cui s’aperse a li occhi d’i Teban la terra, per ch’ei gridavan tutti"
"poi, una volta arrivati dall'altra parte, tornavano a voltarsi e ricominciavano la giostra","poi si volgea ciascun, quand’era giunto, per lo suo mezzo cerchio a l’altra giostra"
"Alcuni, quando ancora non sanno parlare, osservano i digiuni religiosi, poi, quando hanno la lingua sciolta, divorano qualunque cibo in qualunque periodo dell'anno:altri","Tale, balbuziendo ancor, digiuna, che poi divora, con la lingua sciolta, qualunque cibo per qualunque luna"
"lei possa curare a suo piacimento, prima o dopo, i miei occhi, attraverso i quali lei entrò col fuoco di cui io ardo sempre","Al suo piacere e tosto e tardo vegna remedio a li occhi, che fuor porte quand’ella entrò col foco ond’io sempr’ardo"
"Io sono una dolce sirena, che affascino i marinai in mezzo al mare, tanto sono piacevole ad ascoltare","Io son dolce serena, che’ marinari in mezzo mar dismago, tanto son di piacere a sentir piena"
"E come colui che non vuole più ciò che voleva, e cambia idea a causa di nuovi pensieri, cosicché recede totalmente dai suoi propositi, così divenni io in quei luoghi oscuri, perché pensandoci sopra posi fine all'impresa che fu così rapida all'inizio","E qual è quei che disvuol ciò che volle e per novi pensier cangia proposta, sì che dal cominciar tutto si tolle,tal mi fec’io ’n quella oscura costa, perché, pensando, consumai la ’mpresa che fu nel cominciar cotanto tosta"
Poi vidi quattro personaggi dall'aspetto umile,Poi vidi quattro in umile paruta
Ora ti piaccia rivelarmi chi fosti e nelle tue parole sia chiarito perché sei stato disteso qui tanti secoli,"Ora chi fosti, piacciati ch’io sappia, e perché tanti secoli giaciuto qui se’, ne le parole tue mi cappia"
Davanti a lui ci sono sempre moltissime anime,Sempre dinanzi a lui ne stanno molte
"questa mi procurò una tale angoscia, col terrore che mi ispirava il suo aspetto, che persi la speranza di raggiungere la sommità del colle","questa mi porse tanto di gravezza con la paura ch’uscia di sua vista,ch’io perdei la speranza de l’altezza"
"così io vidi scolpito il pavimento della Cornice che sporge dal monte, ma in modo più raffinato perché era opera di Dio","sì vid’io lì, ma di miglior sembianza secondo l’artificio, figurato quanto per via di fuor del monte avanza"
"Coi piedi di mezzo gli si attaccò al ventre, con gli anteriori afferrò le braccia","Co’ piè di mezzo li avvinse la pancia, e con li anterior le braccia prese"
"proprio come fece nella battaglia di Flegra, e mi fulminasse con tutta la sua forza, non potrebbe vendicarsi di me","sì com’el fece a la pugna di Flegra, e me saetti con tutta sua forza, non ne potrebbe aver vendetta allegra"
"E sai cosa fece dal ratto delle Sabine fino all'oltraggio a Lucrezia, all'epoca dei sette re di Roma, vincendo i popoli circonvicini","E sai ch’el fé dal mal de le Sabine al dolor di Lucrezia in sette regi, vincendo intorno le genti vicine"
e lei disse:,ed ella disse:
"aveva le membra di uccello di colore dorato, le altre di colore bianco misto a rosso","le membra d’oro avea quant’era uccello, e bianche l’altre, di vermiglio miste"
"L'intenso desiderio che adesso ti infiamma e ti spinge, ovvero di sapere cos'è quello che vedi, mi piace tanto più quanto più esso ti riempie","L’alto disio che mo t’infiamma e urge, d’aver notizia di ciò che tu vei, tanto mi piace più quanto più turge"
"Me ne rammarico ancora oggi, al solo pensarci",Ancor men duol pur ch’i’ me ne rimembri
"La prima e indicibile Potenza, guardando il Figlio con lo Spirito Santo che spira eternamente da entrambi, creò l'armonioso movimento dei Cieli in modo così perfetto che non è possibile ammirarlo senza godere dell'immagine divina","Guardando nel suo Figlio con l’Amore che l’uno e l’altro etternalmente spira, lo primo e ineffabile Valore quanto per mente e per loco si gira con tant’ordine fé, ch’esser non puote sanza gustar di lui chi ciò rimira"
"Quando l'anima, a causa di una gioia o di un dolore che attiri su di sé una nostra virtù, si concentra tutta su di essa, sembra che non eserciti nessun'altra potenza","Quando per dilettanze o ver per doglie, che alcuna virtù nostra comprenda l’anima bene ad essa si raccoglie,  par ch’a nulla potenza più intenda"
E non potrebbe starvi in altro modo tanto è impetuoso.,"No li stari' altra guisa, tant'è fero."
"e quell'angelo che scese lì per primo, dispiegò le sue ali di fronte a lei cantando 'Ave, Maria, piena di grazia'","e quello amor che primo lì discese, cantando ‘Ave, Maria, gratia plena’, dinanzi a lei le sue ali distese"
"Dopo che ebbi riposato un poco il corpo stanco, ripresi a camminare lungo il pendio deserto del colle, in modo tale che il piede più saldo era sempre quello più basso","Poi ch’èi posato un poco il corpo lasso, ripresi via per la piaggia diserta, sì che ’l piè fermo era sempre ’l più basso"
"Perciò, quando essa ti sembrerà tanto dolce che il salire sarà per te facile come scendere la corrente di un fiume, allora sarai alla fine di questo cammino","Però, quand’ella ti parrà soave tanto, che sù andar ti fia leggero com’a seconda giù andar per nave,  allor sarai al fin d’esto sentiero"
"invece, se si guarda alla persona che la subì e che era unita a tale umana natura, fu assolutamente ingiusta","e così nulla fu di tanta ingiura, guardando a la persona che sofferse, in che era contratta tal natura"
O tu che vieni in questo luogo di dolore,O tu che vieni al doloroso ospizio
"Tuttavia il Giordano rivolto all'indietro e il Mar Rosso aperto, quando Dio volle così, suscitarono maggiore meraviglia di quanto farà l'intervento divino riguardo queste cose","Veramente Iordan vòlto retrorso più fu, e ’l mar fuggir, quando Dio volse, mirabile a veder che qui ’l soccorso"
"O creatura cortese e benevola, che nell'aria oscura visiti noi che tingemmo il mondo di sangue, se il re dell'universo ci fosse amico lo pregheremmo perché ti dia pace, visto che mostri pietà del nostro terribile male","O animal grazioso e benigno che visitando vai per l’aere perso noi che tignemmo il mondo di sanguigno,  se fosse amico il re de l’universo, noi pregheremmo lui de la tua pace, poi c’hai pietà del nostro mal perverso"
Colui che dipinge lì non ha modelli né maestri,"Quei che dipinge lì, non ha chi ‘l guidi"
"Poi mosse le penne e fece vento, affermando che sono beati quelli che piangono, poiché avranno le anime posseditrici di consolazione","Mosse le penne poi e ventilonne, ‘Qui lugent’ affermando esser beati, ch’avran di consolar l’anime donne"
"Con la punta della spada mi incise sette P sulla fronte, e disse:","Sette P ne la fronte mi descrisse col punton de la spada, e disse:"
"Appena fu là dove le erbe sono bagnate dalle acque del bel fiume, mi fece il dono di sollevare i suoi occhi","Tosto che fu là dove l’erbe sono bagnate già da l’onde del bel fiume, di levar li occhi suoi mi fece dono"
"Manifesta il tuo desiderio, così che esso sia espresso secondo i tuoi pensieri","Manda fuor la vampa del tuo disio, sì ch’ella esca segnata bene de la interna stampa"
"Così due spiriti, chinati l'uno verso l'altro, parlavano di me alla mia destra","Così due spirti, l’uno a l’altro chini, ragionavan di me ivi a man dritta"
"ma dopo che venne il tempo della grazia, senza il perfetto battesimo di Cristo i bambini innocenti restano confinati nel Limbo","ma poi che ‘l tempo de la grazia venne, sanza battesmo perfetto di Cristo tale innocenza là giù si ritenne"
"e intendo che queste cose effimere sono le cose generate, che i Cieli col loro movimento creano con seme","e queste contingenze essere intendo le cose generate, che produce con seme e sanza seme il ciel movendo"
"Non si può procedere oltre per questo ponte, visto che giace crollato al fondo della VI Bolgia","Più oltre andar per questo iscoglio non si può, però che giace tutto spezzato al fondo l’arco sesto"
"Gerione, è tempo che tu ti muova: scendi lentamente, facendo ampi giri nell'aria: bada al peso che porti e a cui non sei abituato","Gerion, moviti omai: le rote larghe e lo scender sia poco: pensa la nova soma che tu hai"
"Come sul lato destro, per salire al monte dove sorge la chiesa che domina la città ben governata sopra Rubaconte, la ripida parete diventa più lieve grazie a delle scale che furono costruite in un'epoca in cui il quaderno e la doga erano più sicure","Come a man destra, per salire al monte dove siede la chiesa che soggioga la ben guidata sopra Rubaconte, si rompe del montar l’ardita foga per le scalee che si fero ad etade ch’era sicuro il quaderno e la doga"
"vedi che non solo io, ma tutte queste anime sono stupite del fatto che tu proietti ombra","vedi che non pur io, ma questa gente tutta rimira là dove ‘l sol veli"
"Forese, dal giorno in cui sei passato a miglior vita non sono ancora trascorsi cinque anni","Forese, da quel dì nel qual mutasti mondo a miglior vita, cinq’anni non son vòlti infino a qui"
"infatti io lo vidi ai piedi del ponte che ti indicava col dito, e ti minacciava, e sentii che lo chiamavano Geri del Bello","ch’io vidi lui a piè del ponticello mostrarti, e minacciar forte, col dito, e udi’ ’l nominar Geri del Bello"
"vedi l'ingresso, nel punto in cui essa sembra spaccata",vedi l’entrata là ‘ve par digiunto
"E se il nostro linguaggio è così inadeguato a una materia così alta, non bisogna stupirsi","E se le fantasie nostre son basse a tanta altezza, non è maraviglia"
"Mi sembrarono poi così santi, che, quando Domiziano li perseguitò, i loro pianti furono accompagnati dalle mie lacrime","Vennermi poi parendo tanto santi, che, quando Domizian li perseguette, sanza mio lagrimar non fur lor pianti"
E lui a me:,Ed elli a me:
E io a lui:,E io a lui:
"Ahimè, maestro, cosa vedo mai","Omè, maestro, che è quel ch’i’ veggio"
ditemi chi siete e da dove venite,ditemi chi voi siete e di che genti
"A quel canto divino rispose da ogni parte quella corte di Paradiso, in modo tale che ogni volto dei beati diventò più luminoso","Rispuose a la divina cantilena da tutte parti la beata corte, sì ch’ogne vista sen fé più serena"
"e se non fossi morto precocemente, vedendo che il cielo era così ben disposto verso di te ti avrei aiutato a compiere la tua opera","e s’io non fossi sì per tempo morto, veggendo il cielo a te così benigno, dato t’avrei a l’opera conforto"
"La mia vista non si smarriva a causa dell'ampiezza e dell'altezza della rosa, ma percepiva interamente la quantità e la qualità di quella allegria","La vista mia ne l’ampio e ne l’altezza non si smarriva, ma tutto prendeva il quanto e ‘l quale di quella allegrezza"
"Allora rivolse la sua attenzione a noi, muovendo solo lo sguardo lungo la coscia, e disse:","Allor si volse a noi e puose mente, movendo ‘l viso pur su per la coscia, e disse:"
"O Simon mago, o suoi miseri seguaci che, avidi, prostituite in cambio d'oro e d'argento le cose di Dio che devono essere spose della bontà, ora è necessario che per voi suoni la tromba, visto che siete nella III Bolgia","O Simon mago, o miseri seguaci che le cose di Dio, che di bontate deon essere spose, e voi rapaci per oro e per argento avolterate, or convien che per voi suoni la tromba, però che ne la terza bolgia state"
"Tieniti forte, poiché dobbiamo allontanarci da tanto male salendo su queste scale","Attienti ben, ché per cotali scale conviensi dipartir da tanto male"
"ciò era dovuto al dolore senza tormenti subìto dalle schiere di anime, che erano molto numerose, di bambini, donne e uomini","ciò avvenia di duol sanza martìri ch’avean le turbe, ch’eran molte e grandi, d’infanti e di femmine e di viri"
"Vergine chiara e salda in eterno, stella luminosa di questo mosso mare, fidata guida e nocchiero di ogni fedele, pensa in quale terribile tempesta io mi trovo solo e senza meta, e già sento da vicino le ultime grida della morte.","Vergine chiara e stabile in eterno, di questo tempestoso mare stella, d' ogni fedel nocchier fidata guida, pon mente in che terribile procella i' mi ritrovo sol, senza governo, ed ò già da vicin l' ultime strida."
"Un fiore cadeva sull'orlo della veste, un altro sulle bionde trecce, che quel giorno a vederle parevano oro fino e perle.","Qual fior cadea sul lembo, qual su le treccie bionde, ch' oro forbito e perle eran quel dí a vederle."
"Oh, quanto mi meravigliai quando vidi che la sua testa aveva tre facce",Oh quanto parve a me gran maraviglia quand’io vidi tre facce a la sua testa
"E io, accortomi del suo pallore, dissi:","E io, che del color mi fui accorto, dissi:"
"Ma a volte un dubbio si impadronisce di me mentre piango tristemente: come sono capaci le mie membra, il mio corpo, di vivere lontano dallo spirito che le anima?",Talor m'assale in mezzo a' tristi pianti un dubbio: come posson queste membra da lo spirito lor viver lontane?
"La vostra sapienza non la può contrastare: essa provvede, giudica e attua i suoi decreti, proprio come le altre intelligenze angeliche","Vostro saver non ha contasto a lei: questa provede, giudica, e persegue suo regno come il loro li altri dèi"
"Non aggiungo altro, e so che questo è vero","Più non rispondo, e questo so per vero"
"allo stesso modo i due uscirono dalla schiera di Didone, venendo a noi attraverso l'aria infernale, tanto forte e affettuoso fu il mio richiamo","cotali uscir de la schiera ov’è Dido, a noi venendo per l’aere maligno, sì forte fu l’affettuoso grido"
Egidio e Silvestro si tolgono anch'essi i calzari e seguono lo sposo,"Scalzasi Egidio, scalzasi Silvestro dietro a lo sposo, sì la sposa piace"
"Voi che deponete il velo, sia che ci sia sole o ombra, donna non mi è concesso vedere, da quando conosceste il grande desiderio che non lascia posto ad ogni altra voglia nel mio cuore.","Lassare il velo o per sole o per ombra, donna, non vi vid'io poi che in me conosceste il gran desio ch'ogni altra voglia d'entr'al cor mi sgombra."
il mio maestro:,E ‘l dottor mio:
"E io vedevo già la faccia di uno di loro, nonché le spalle, il petto e gran parte del ventre, e entrambe le braccia lungo i fianchi","E io scorgeva già d’alcun la faccia, le spalle e ’l petto e del ventre gran parte, e per le coste giù ambo le braccia"
"ma saranno le altre tre donne ad aguzzare i tuoi occhi perché tu possa osservare il lume che c'è al loro interno, poiché esse hanno la vista più profonda","ma nel giocondo lume ch’è dentro aguzzeranno i tuoi le tre di là, che miran più profondo"
ma la cosa incredibile mi costrinse a indurlo a un'azione che pesa anche a me,ma la cosa incredibile mi fece indurlo ad ovra ch’a me stesso pesa
"Perciò io fui tratto fuori dall'ampia fossa infernale per mostragli il mondo ultraterreno, e continuerò fin dove la mia scuola potrà condurlo","Ond’io fui tratto fuor de l’ampia gola d’inferno per mostrarli, e mosterrolli oltre, quanto ‘l potrà menar mia scola"
"È poi chiaro che amore sia incapace in mio favore di aver ragione del vostro potere e nemmeno riesco a spiegarmi il perché di ciò, se non che ho motivo di pensare che amore non potrebbe nutrire vero affetto per voi.","Né posso onqua sentire unde m'avene, se non ch'e' penso bene ch'amor non pori' aver in voi amanza."
Entrambi nascemmo dagli stessi genitori: fui chiamata Cunizza e risplendo in questo Cielo perché fui sopraffatta dall'influsso di questo pianeta,"D’una radice nacqui e io ed ella: Cunizza fui chiamata, e qui refulgo perché mi vinse il lume d’esta stella"
Costui arde di passione e non sa se il suo amore è contraccambiato o no.,"Questo arde, e di suo stato è incerto"
"Ma mi aiutino quelle dee che aiutarono il poeta Anfione a cingere di mura Tebe, così che le mie parole non siano dissimili dalla realtà","Ma quelle donne aiutino il mio verso ch’aiutaro Anfione a chiuder Tebe, sì che dal fatto il dir non sia diverso"
"E l'usignolo, che dolcemenre all'ombra tutte le notti piange e si lamenta, riempie il cuore di pensieri di amore: ma, signor mio rendi vana e incompiuta tanta bellezza perché non sei in nostra compagnia.","E 'l rosigniuol, che dolcemente all'ombra tutte le notti si lamenta e piagne, d'amorosi penseri il cor ne 'ngombra: ma tanto bel sol tronchi, e fai imperfetto, tu che da noi, signor mio, ti scompagne."
"fatti così vidi io quei penitenti, quando li osservai attentamente","così fatti vid’io color, quando puosi ben cura"
"Noi salivamo, ormai allontanatici da quel punto, e dietro di noi fu cantato 'Beati i misericordiosi', e 'Godi tu che vinci'","Noi montavam, già partiti di linci, e 'Beati misericordes' fue cantato retro, e 'Godi tu che vinci'"
"ed egli se andò, veloce come era venuto","ed el sen gì, come venne, veloce"
"Quando una parte delle spighe è stata trebbiata e le sementi riposte nel granaio, il dolce amore di Dio mi invita a trebbiare l'altra parte","Quando l’una paglia è trita, quando la sua semenza è già riposta, a batter l’altra dolce amor m’invita"
e tutto ciò che perse l'antica madre non impedì alle mie guance pulite dalla rugiada di tornare sporche per il mio pianto,"né quantunque perdeo l’antica matre, valse a le guance nette di rugiada, che, lagrimando, non tornasser atre"
"Aprì le braccia e dopo aver considerato per un po' tra sé guardando bene la rovina, mi sollevò","Le braccia aperse, dopo alcun consiglio eletto seco riguardando prima ben la ruina, e diedemi di piglio"
"e quello scende stanco nel luogo da cui si muove agile, facendo cento giri nell'aria e si posa lontano dal suo padrone, disdegnoso e riottoso","discende lasso onde si move isnello, per cento rote, e da lunge si pone dal suo maestro, disdegnoso e fello"
"Faceva lume a se stesso con una parte di sé ed erano due individui e uno solo al tempo stesso: come può avvenire questo, lo sa Colui che lo rende possibile","Di sé facea a sé stesso lucerna, ed eran due in uno e uno in due: com’esser può, quei sa che sì governa"
"così la parete del monte, che cade ripidissima dall'altra Cornice, diventa più dolce",così s’allenta la ripa che cade quivi ben ratta da l’altro girone
Da quando è morto ha camminato così e continua senza riposo,"Ito è così e va, sanza riposo, poi che morì"
E io ero con lui,E io era con lui
tuttavia si può credere e dunque bisogna desiderare di vederlo,ma creder puossi e di veder si brami
"Non avrebbe dovuto farti volare in basso, aspettando altri colpi della sorte, una giovane donna o un altro bene terreno vano e effimero","Non ti dovea gravar le penne in giuso, ad aspettar più colpo, o pargoletta o altra vanità con sì breve uso"
Infine un fiore volteggiando nell'aria pareva suggerire:,Qual con un vago errore girando parea dir:
"e io, che ero pronto a eseguire i suoi comandi, affrontai di nuovo la battaglia della mia debole vista","e io, che a’ suoi consigli tutto era pronto, ancora mi rendei a la battaglia de’ debili cigli"
gli chiese chi fosse e quello rispose:,"domandollo ond’ei fosse, e quei rispuose:"
"dunque perdonaci, se ritieni che la nostra rettitudine sia scortesia","però perdona, se villania nostra giustizia tieni"
"così io vidi ognuno dei due gloriosi beati accolto dall'altro, lodando il cibo spirituale che li nutre lassù","così vid’io l’un da l’altro grande principe glorioso essere accolto, laudando il cibo che là sù li prande"
"Poi, spingendo oltre il corso del mio sguardo, ne vidi un'altra di color rosso sangue, che recava la figura di un'oca più bianca del burro","Poi, procedendo di mio sguardo il curro, vidine un’altra come sangue rossa, mostrando un’oca bianca più che burro"
Allora lei:,Ond’ella:
"Come dal Bulicame esce un ruscello che poi le prostitute si dividono, così quel fiumiciattolo scorreva giù per la sabbia","Quale del Bulicame esce ruscello che parton poi tra lor le peccatrici, tal per la rena giù sen giva quello"
"e non appena fui sul primo gradino, sentii vicino al viso un battito d'ali e un soffio di vento, mentre una voce diceva: 'Beati i mansueti, che sono privi di ira malvagia'","e tosto ch’io al primo grado fui,  senti’mi presso quasi un muover d’ala e ventarmi nel viso e dir: 'Beati pacifici, che son sanz’ira mala'"
"Ciascuno, per fare sfoggio di sapienza, si ingegna e produce delle invenzioni",Per apparer ciascun s’ingegna e face sue invenzioni
"Ma poiché sulla Terra nelle vostre scuole filosofiche si insegna che la natura angelica è tale che possiede intelletto, volontà e memoria, parlerò ancora, perché tu veda la verità schietta che nel mondo viene confusa per gli equivoci di siffatti insegnamenti","Ma perché ‘n terra per le vostre scole si legge che l’angelica natura è tal, che ‘ntende e si ricorda e vole, ancor dirò, perché tu veggi pura la verità che là giù si confonde, equivocando in sì fatta lettura"
"Come quel fiume, che ha per primo il proprio corso partendo dal Monviso verso levante, dalla pendice destra dell'Appennino, che in alto si chiama Acquacheta prima di scendere in pianura e a Forlì cambia nome, rimbomba sopra San Benedetto dell'Alpe per cadere in una sola cascata là dove dovrebbe essere ricevuto in mille cascatelle","Come quel fiume c’ha proprio cammino prima dal Monte Viso ’nver’ levante, da la sinistra costa d’Apennino, che si chiama Acquacheta suso, avante che si divalli giù nel basso letto, e a Forlì di quel nome è vacante, rimbomba là sovra San Benedetto de l’Alpe per cadere ad una scesa ove dovea per mille esser recetto"
"E come da un pensiero ne nasce all'improvviso un altro, così da quello mi venne un altro pensiero che raddoppiò la prima paura","E come l’un pensier de l’altro scoppia, così nacque di quello un altro poi, che la prima paura mi fé doppia"
Deh! Che comportamenti orribili!,"Deh, quanto diversi atti!"
non sono mai stato nelle vostre terre,per li vostri paesi già mai non fui
"Ora ti prego di accogliere la sua venuta: va cercando la libertà, che è molto preziosa come sa chi in suo nome rinuncia alla propria vita","Or ti piaccia gradir la sua venuta: libertà va cercando, ch’è sì cara, come sa chi per lei vita rifiuta"
"e se altri non ci porta notizie, non sappiamo nulla della vostra condizione umana","e s’altri non ci apporta, nulla sapem di vostro stato umano"
"e la superbia non reca danno solo a me, in quanto ha coinvolto nel suo male tutti i miei congiunti","e non pur a me danno superbia fa, ché tutti miei consorti ha ella tratti seco nel malanno"
"A che mi serve dunque cospargere di grasso la barchetta, simbolo della mia esistenza, in modo che scivoli veloce sull'acqua per arrivare alla giusta meta, se poi l'imbarcazione è trattenuta tra gli scogli da due nodi: l'amore per laura e quello per la gloria?","Che giova dunque perché tutta spalme la mia barchetta, poi che 'nfra li scogli è ritenuta ancor da ta' duo nodi?"
"Ma io vedo bene adesso, come per molto tempo io fui canzonato da tutti, motivo per cui io spesso mi vergogno di me stesso.","Ma ben veggio or sí come al popol tutto favola fui gran tempo, onde sovente di me mesdesmo meco mi vergogno."
ma ci fu detto:,ma fu detto:
E io a lui:,E io a lui:
"e la Terra popolata dagli uomini, a seconda della sua fertilità e del suo clima, concepisce e produce diverse piante a partire da diverse virtù","e l’altra terra, secondo ch’è degna per sé e per suo ciel, concepe e figlia di diverse virtù diverse legna"
"Prima che io scendessi nell'angoscia infernale da cui proviene la gioia che mi avvolge di luce, era chiamato in Terra 'I'","Pria ch’i’ scendessi a l’infernale ambascia, I s’appellava in terra il sommo bene onde vien la letizia che mi fascia"
"Ormai ci eravamo allontanati dalla selva tanto che non l'avrei più vista se anche mi fossi voltato, quando incontrammo una schiera di anime che veniva lungo l'argine e ognuna di esse ci guardava come si osserva qualcuno in una sera di novilunio","Già eravam da la selva rimossi tanto, ch’i’ non avrei visto dov’era, perch’io in dietro rivolto mi fossi,  quando incontrammo d’anime una schiera che venìan lungo l’argine, e ciascuna ci riguardava come suol da sera  guardare uno altro sotto nuova luna"
